User_ID;Smartphone_Adoption;Payment_Method;Website_Activity;Bought_Digital_Media_18Mo;Gender;Bought_Electronics_12Mo;Bought_Digital;Browsed_Electronics_12Mo;Marital_Status;Age
8893;Late Majority;Website Account;Regular;No;F;No;No;Yes;S;57
8894;Late Majority;Monthly Billing;Seldom;Yes;F;No;No;Yes;M;30
8895;Late Majority;Credit Card;Seldom;Yes;F;Yes;No;Yes;S;44
8896;Late Majority;Website Account;Regular;Yes;F;Yes;Yes;Yes;M;66
8897;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;M;41
8898;Late Majority;Bank Transfer;Regular;No;F;No;Yes;Yes;M;66
8899;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;44
8900;Late Majority;Bank Transfer;Seldom;No;M;No;Yes;Yes;S;66
8901;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;M;52
8902;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;M;66
8903;Late Majority;Credit Card;Seldom;Yes;M;No;No;Yes;S;44
8904;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;S;66
8905;Late Majority;Credit Card;Seldom;Yes;M;No;No;Yes;M;37
8906;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;22
8907;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;S;31
8908;Late Majority;Website Account;Regular;Yes;M;Yes;Yes;Yes;M;16
8909;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;S;59
8910;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;66
6757;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;66
3599;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;53
6811;Late Majority;Credit Card;Regular;Yes;F;Yes;No;Yes;S;32
4104;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;Yes;Yes;M;66
7226;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;66
7814;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;23
4693;Late Majority;Credit Card;Seldom;Yes;F;Yes;Yes;Yes;M;48
7266;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;S;16
5259;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;S;48
7417;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;31
6795;Late Majority;Bank Transfer;Seldom;No;F;Yes;Yes;Yes;M;66
8669;Late Majority;Bank Transfer;Regular;No;F;No;No;Yes;S;18
9888;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;66
9181;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;No;Yes;S;30
2792;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;S;55
5174;Late Majority;Bank Transfer;Regular;No;F;Yes;Yes;Yes;M;66
8702;Late Majority;Monthly Billing;Seldom;Yes;M;No;No;Yes;S;62
4318;Late Majority;Monthly Billing;Seldom;Yes;M;No;No;Yes;M;63
6091;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;31
8380;Late Majority;Credit Card;Seldom;Yes;M;No;No;Yes;M;25
6892;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;Yes;Yes;S;44
7976;Late Majority;Credit Card;Seldom;Yes;F;Yes;Yes;No;M;53
7214;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;66
3369;Late Majority;Monthly Billing;Regular;No;M;No;No;Yes;S;40
1645;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;S;41
2866;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;66
7014;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;S;60
6177;Late Majority;Credit Card;Seldom;Yes;F;Yes;No;Yes;S;27
6199;Late Majority;Website Account;Seldom;No;M;No;No;Yes;S;56
4787;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;Yes;Yes;M;34
1720;Late Majority;Website Account;Seldom;No;M;No;Yes;Yes;M;55
7763;Late Majority;Monthly Billing;Regular;Yes;F;Yes;No;No;M;51
7356;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;16
6916;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;M;57
2979;Late Majority;Bank Transfer;Frequent;No;F;Yes;Yes;Yes;S;51
1328;Late Majority;Credit Card;Regular;Yes;M;Yes;No;Yes;S;28
7817;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;16
4937;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;54
3879;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;20
1757;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;61
9651;Late Majority;Bank Transfer;Seldom;No;F;No;No;Yes;M;32
8096;Late Majority;Website Account;Regular;Yes;F;Yes;Yes;Yes;M;66
5575;Late Majority;Website Account;Seldom;Yes;F;Yes;No;No;S;16
7793;Late Majority;Website Account;Seldom;Yes;M;Yes;Yes;Yes;M;17
4423;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;No;Yes;M;33
7117;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;Yes;No;S;66
6974;Late Majority;Website Account;Regular;Yes;M;No;Yes;Yes;S;16
5928;Late Majority;Credit Card;Seldom;No;F;No;Yes;Yes;M;66
6415;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;S;25
3505;Late Majority;Website Account;Seldom;Yes;M;Yes;Yes;Yes;S;66
5108;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;Yes;Yes;M;66
9895;Late Majority;Monthly Billing;Regular;Yes;M;No;Yes;No;M;42
2670;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;M;16
8231;Late Majority;Bank Transfer;Regular;Yes;F;No;No;Yes;S;41
5429;Late Majority;Bank Transfer;Regular;No;F;No;No;Yes;M;16
8951;Late Majority;Website Account;Regular;No;M;Yes;Yes;Yes;S;57
7488;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;S;66
3514;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;45
4303;Late Majority;Website Account;Seldom;Yes;F;No;Yes;Yes;S;56
9547;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;S;66
5666;Late Majority;Website Account;Seldom;Yes;F;No;No;Yes;M;32
3960;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;Yes;Yes;S;66
4177;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;16
4838;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;49
9939;Late Majority;Bank Transfer;Regular;Yes;F;Yes;No;Yes;M;66
2586;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;16
7688;Late Majority;Bank Transfer;Seldom;No;F;No;Yes;Yes;M;46
3243;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;M;66
1153;Late Majority;Website Account;Seldom;Yes;M;No;No;No;M;28
1596;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;60
6775;Late Majority;Website Account;Regular;Yes;M;Yes;Yes;Yes;S;36
5524;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;S;66
9092;Late Majority;Website Account;Regular;Yes;F;No;Yes;Yes;M;54
4850;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;No;Yes;S;31
9058;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;66
4766;Late Majority;Website Account;Frequent;Yes;M;No;Yes;Yes;M;20
3170;Late Majority;Monthly Billing;Seldom;No;M;Yes;No;No;S;42
1858;Late Majority;Monthly Billing;Seldom;No;F;No;No;Yes;M;37
9327;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;26
9252;Late Majority;Credit Card;Regular;No;M;Yes;No;Yes;M;62
5071;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;S;66
7333;Late Majority;Monthly Billing;Regular;No;M;Yes;Yes;Yes;M;66
8184;Late Majority;Website Account;Seldom;Yes;F;Yes;No;Yes;M;16
4148;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;S;21
8747;Late Majority;Credit Card;Seldom;Yes;M;Yes;Yes;Yes;M;66
9201;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;S;66
7500;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;M;66
8666;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;S;16
6498;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;M;66
6014;Late Majority;Bank Transfer;Frequent;Yes;F;No;No;Yes;M;61
3377;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;S;66
7464;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;M;16
8105;Late Majority;Credit Card;Regular;No;F;No;Yes;Yes;M;26
8524;Late Majority;Website Account;Frequent;Yes;M;No;Yes;Yes;S;43
8653;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;M;38
2428;Late Majority;Credit Card;Seldom;No;M;No;Yes;Yes;S;60
4150;Late Majority;Credit Card;Seldom;No;M;No;No;Yes;S;42
1798;Late Majority;Monthly Billing;Seldom;Yes;F;No;No;No;M;60
6210;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;S;66
5223;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;66
4592;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;53
2453;Late Majority;Website Account;Frequent;Yes;F;No;Yes;Yes;M;18
2688;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;59
1415;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;Yes;Yes;M;66
3171;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;32
2296;Late Majority;Credit Card;Regular;No;F;Yes;Yes;Yes;M;56
6745;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;S;29
8701;Late Majority;Bank Transfer;Seldom;No;M;No;Yes;Yes;M;51
6413;Late Majority;Monthly Billing;Regular;Yes;F;No;No;Yes;S;63
2045;Late Majority;Bank Transfer;Frequent;No;M;Yes;Yes;Yes;S;65
8749;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;S;18
6097;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;S;37
6058;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;56
4491;Late Majority;Bank Transfer;Frequent;Yes;F;No;No;Yes;M;38
3056;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;17
4006;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;17
9726;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;35
6439;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;16
5860;Late Majority;Website Account;Seldom;No;M;Yes;Yes;Yes;S;19
1601;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;M;16
4684;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;66
9643;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;23
9974;Late Majority;Website Account;Seldom;No;M;Yes;No;Yes;M;62
2408;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;S;66
7309;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;No;Yes;M;65
2528;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;20
2097;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;58
4747;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;M;53
9845;Late Majority;Website Account;Frequent;Yes;F;No;No;Yes;S;34
4995;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;S;31
4166;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;39
1110;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;Yes;Yes;M;66
2963;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;S;48
2908;Late Majority;Credit Card;Seldom;No;M;Yes;No;Yes;S;16
6587;Late Majority;Monthly Billing;Seldom;Yes;F;No;Yes;Yes;M;55
2392;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;No;S;40
4277;Late Majority;Website Account;Seldom;No;F;No;Yes;Yes;M;48
1438;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;S;37
8813;Late Majority;Credit Card;Frequent;Yes;M;Yes;Yes;Yes;S;66
9461;Late Majority;Website Account;Regular;No;F;No;No;Yes;S;65
6695;Late Majority;Website Account;Seldom;No;M;No;No;Yes;M;46
9716;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;S;58
3873;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;58
3027;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;66
1588;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;37
9793;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;M;62
7481;Late Majority;Monthly Billing;Seldom;Yes;M;No;No;Yes;M;63
8002;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;50
7615;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;S;66
3715;Late Majority;Monthly Billing;Seldom;No;F;No;Yes;Yes;M;43
3518;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;27
1388;Late Majority;Website Account;Regular;No;F;No;Yes;Yes;M;66
4833;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;S;16
7365;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;S;16
8431;Late Majority;Credit Card;Regular;No;M;Yes;Yes;No;M;25
8722;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;M;51
3712;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;M;45
1530;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;S;35
9492;Late Majority;Monthly Billing;Seldom;No;F;No;No;Yes;S;37
3432;Late Majority;Credit Card;Regular;Yes;F;Yes;No;Yes;M;46
3793;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;26
3235;Late Majority;Credit Card;Frequent;Yes;M;Yes;No;Yes;S;59
1654;Late Majority;Credit Card;Seldom;Yes;F;Yes;Yes;Yes;M;42
6147;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;32
6266;Late Majority;Monthly Billing;Regular;Yes;F;No;No;Yes;M;45
9303;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;S;26
3777;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;66
5379;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;45
2181;Late Majority;Credit Card;Seldom;Yes;F;No;Yes;Yes;M;42
9114;Late Majority;Credit Card;Seldom;Yes;M;No;Yes;Yes;M;35
2983;Late Majority;Bank Transfer;Seldom;No;M;No;No;Yes;M;49
4228;Late Majority;Monthly Billing;Seldom;Yes;F;No;Yes;Yes;S;66
6633;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;43
1181;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;S;50
2636;Late Majority;Bank Transfer;Frequent;Yes;M;No;Yes;Yes;M;49
7666;Late Majority;Credit Card;Seldom;No;M;Yes;Yes;Yes;M;66
4393;Late Majority;Credit Card;Regular;Yes;F;Yes;No;Yes;S;16
4897;Late Majority;Website Account;Seldom;No;F;No;Yes;Yes;M;66
1042;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;M;66
2525;Late Majority;Bank Transfer;Frequent;No;F;Yes;Yes;Yes;M;54
9829;Late Majority;Monthly Billing;Frequent;No;M;No;No;Yes;M;66
8960;Late Majority;Credit Card;Regular;Yes;M;Yes;No;Yes;S;42
9310;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;S;66
6118;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;S;39
9396;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;M;66
6813;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;57
4673;Late Majority;Website Account;Seldom;Yes;F;No;No;Yes;M;35
6696;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;M;16
2289;Late Majority;Bank Transfer;Seldom;No;F;No;No;Yes;M;26
2785;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;S;41
9067;Late Majority;Monthly Billing;Seldom;Yes;F;No;Yes;Yes;S;66
4420;Late Majority;Website Account;Regular;Yes;F;Yes;No;Yes;M;16
9389;Late Majority;Monthly Billing;Regular;Yes;M;No;Yes;Yes;S;50
4662;Late Majority;Monthly Billing;Frequent;No;M;Yes;Yes;Yes;S;66
3489;Late Majority;Credit Card;Regular;Yes;M;No;No;Yes;S;65
6071;Late Majority;Bank Transfer;Frequent;Yes;M;No;Yes;Yes;M;24
5758;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;S;48
3126;Late Majority;Credit Card;Regular;No;F;No;No;Yes;S;43
5976;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;35
4554;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;48
9769;Late Majority;Bank Transfer;Seldom;No;F;Yes;Yes;Yes;M;61
3953;Late Majority;Website Account;Regular;No;F;No;Yes;Yes;S;29
1886;Late Majority;Bank Transfer;Frequent;No;M;No;Yes;Yes;S;27
9770;Late Majority;Website Account;Seldom;Yes;F;No;Yes;Yes;M;43
8160;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;35
5811;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;S;66
8807;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;M;45
3500;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;S;48
1774;Late Majority;Website Account;Frequent;No;M;No;Yes;No;S;66
9284;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;19
4298;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;39
9317;Late Majority;Website Account;Frequent;No;M;Yes;Yes;Yes;M;66
9415;Late Majority;Bank Transfer;Regular;No;M;Yes;Yes;Yes;S;32
5955;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;No;Yes;M;44
4671;Late Majority;Website Account;Seldom;No;F;No;No;Yes;S;66
6214;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;29
4168;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;16
2791;Late Majority;Monthly Billing;Regular;Yes;M;Yes;Yes;Yes;S;66
1303;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;Yes;Yes;M;66
3245;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;66
1555;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;S;39
2498;Late Majority;Website Account;Seldom;No;F;Yes;Yes;Yes;M;66
2197;Late Majority;Bank Transfer;Regular;Yes;M;No;No;Yes;M;45
2132;Late Majority;Bank Transfer;Seldom;Yes;M;No;No;Yes;M;34
7407;Late Majority;Credit Card;Regular;Yes;M;No;Yes;Yes;S;16
5902;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;28
8029;Late Majority;Monthly Billing;Seldom;Yes;M;No;Yes;Yes;S;56
6765;Late Majority;Bank Transfer;Regular;Yes;M;No;Yes;Yes;M;48
4448;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;53
3981;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;S;47
7796;Late Majority;Bank Transfer;Regular;Yes;F;Yes;No;Yes;M;62
1670;Late Majority;Bank Transfer;Seldom;No;M;Yes;No;Yes;M;24
5464;Late Majority;Credit Card;Seldom;Yes;F;Yes;Yes;Yes;M;40
2186;Late Majority;Credit Card;Regular;Yes;F;No;No;Yes;M;65
4217;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;66
7734;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;S;59
6589;Late Majority;Credit Card;Regular;Yes;M;No;Yes;Yes;M;54
1367;Late Majority;Credit Card;Seldom;Yes;F;Yes;Yes;Yes;M;45
6276;Late Majority;Bank Transfer;Seldom;No;F;No;Yes;Yes;M;66
1807;Late Majority;Credit Card;Seldom;Yes;F;No;Yes;Yes;M;58
6206;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;49
2848;Late Majority;Bank Transfer;Seldom;No;F;Yes;No;Yes;M;66
3477;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;66
1337;Late Majority;Monthly Billing;Frequent;Yes;M;Yes;Yes;Yes;S;66
1732;Late Majority;Website Account;Regular;Yes;F;No;Yes;Yes;M;40
6141;Late Majority;Website Account;Seldom;Yes;M;Yes;No;Yes;S;66
5800;Late Majority;Monthly Billing;Seldom;Yes;F;Yes;Yes;Yes;M;58
8820;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;No;Yes;M;57
3647;Late Majority;Website Account;Seldom;No;F;No;Yes;Yes;S;66
8662;Late Majority;Website Account;Seldom;Yes;M;Yes;No;Yes;S;38
8623;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;43
2791;Late Majority;Bank Transfer;Seldom;No;F;No;Yes;Yes;M;30
8249;Late Majority;Bank Transfer;Seldom;No;M;No;Yes;Yes;S;33
4302;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;M;42
3209;Late Majority;Monthly Billing;Frequent;Yes;M;No;Yes;Yes;S;48
8345;Late Majority;Bank Transfer;Seldom;No;F;Yes;Yes;Yes;M;66
8014;Late Majority;Monthly Billing;Regular;Yes;F;No;No;Yes;M;62
4169;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;S;66
6180;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;M;51
2619;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;36
9767;Late Majority;Bank Transfer;Frequent;Yes;M;Yes;No;Yes;S;23
2765;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;57
9202;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;S;66
9899;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;49
1645;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;66
7708;Late Majority;Website Account;Regular;Yes;M;Yes;No;No;M;23
9232;Late Majority;Monthly Billing;Frequent;No;F;No;Yes;Yes;M;16
7751;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;16
9885;Late Majority;Monthly Billing;Frequent;No;M;No;No;Yes;S;66
9553;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;M;32
2556;Late Majority;Bank Transfer;Regular;Yes;F;No;Yes;Yes;M;16
6815;Late Majority;Bank Transfer;Frequent;Yes;F;Yes;No;Yes;S;66
7062;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;S;38
3032;Late Majority;Website Account;Seldom;No;F;No;Yes;Yes;S;30
4254;Late Majority;Bank Transfer;Frequent;Yes;M;No;No;Yes;M;35
1587;Late Majority;Website Account;Regular;Yes;F;No;Yes;Yes;S;46
7606;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;66
1773;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;S;39
3727;Late Majority;Bank Transfer;Regular;No;F;No;Yes;Yes;S;66
9726;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;66
6560;Late Majority;Website Account;Regular;No;M;Yes;Yes;Yes;M;16
9024;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;48
9646;Late Majority;Website Account;Seldom;No;M;No;No;Yes;M;16
6810;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;44
8649;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;47
9825;Late Majority;Website Account;Seldom;Yes;F;Yes;No;Yes;M;16
6327;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;M;66
1550;Late Majority;Bank Transfer;Frequent;Yes;F;No;No;Yes;M;63
2314;Late Majority;Monthly Billing;Seldom;Yes;M;Yes;No;Yes;M;66
7612;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;No;Yes;M;30
1164;Late Majority;Credit Card;Regular;Yes;M;Yes;Yes;Yes;S;66
7595;Late Majority;Website Account;Seldom;No;M;No;No;Yes;M;56
5671;Late Majority;Bank Transfer;Regular;No;M;Yes;No;Yes;M;17
8332;Late Majority;Bank Transfer;Seldom;No;F;Yes;No;Yes;M;29
5953;Late Majority;Bank Transfer;Seldom;Yes;M;No;Yes;Yes;M;56
4443;Late Majority;Monthly Billing;Regular;No;M;No;Yes;Yes;S;45
3732;Late Majority;Bank Transfer;Frequent;No;F;Yes;Yes;Yes;S;53
6715;Late Majority;Bank Transfer;Seldom;Yes;F;Yes;Yes;Yes;M;35
2490;Late Majority;Bank Transfer;Regular;Yes;M;Yes;Yes;Yes;M;66
2955;Late Majority;Website Account;Frequent;No;M;Yes;Yes;No;M;66
6040;Late Majority;Credit Card;Seldom;Yes;M;Yes;No;Yes;M;25
2884;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;40
1763;Late Majority;Website Account;Regular;No;F;Yes;No;Yes;M;16
6669;Late Majority;Website Account;Regular;Yes;M;Yes;No;Yes;S;33
3325;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;S;44
8964;Late Majority;Bank Transfer;Regular;Yes;F;Yes;Yes;Yes;M;43
9434;Late Majority;Bank Transfer;Seldom;Yes;F;No;No;Yes;S;53
5301;Late Majority;Bank Transfer;Regular;No;M;No;Yes;Yes;S;61
7310;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;41
3387;Late Majority;Website Account;Regular;Yes;M;No;No;Yes;M;66
7036;Late Majority;Website Account;Seldom;Yes;M;No;Yes;Yes;M;21
6338;Late Majority;Bank Transfer;Regular;Yes;M;No;No;No;M;16
1410;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;16
4301;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;66
2956;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;Yes;Yes;M;16
7673;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;S;59
5243;Late Majority;Bank Transfer;Seldom;No;F;Yes;No;Yes;S;16
6877;Late Majority;Bank Transfer;Seldom;No;M;Yes;Yes;Yes;S;66
6871;Late Majority;Website Account;Regular;Yes;M;No;Yes;Yes;M;17
8343;Late Majority;Bank Transfer;Seldom;Yes;F;No;Yes;Yes;M;32
2661;Late Majority;Monthly Billing;Frequent;Yes;F;Yes;No;Yes;S;33
1314;Late Majority;Bank Transfer;Seldom;Yes;M;Yes;No;Yes;M;52
2848;Late Majority;Website Account;Seldom;No;M;No;No;Yes;M;40
1129;Late Majority;Bank Transfer;Regular;Yes;F;No;No;Yes;S;46
3211;Late Majority;Website Account;Seldom;No;M;No;No;Yes;M;59
1681;Late Majority;Bank Transfer;Frequent;No;M;No;No;Yes;M;66
5368;Late Majority;Website Account;Seldom;Yes;M;No;No;Yes;M;59
7323;Late Majority;Bank Transfer;Regular;Yes;M;Yes;No;Yes;M;66
